assembly_id,logical_character_id,texture_path,texture_name,texture_class,width,height,resolution,pixels
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Hero/Ashley/Default/Weapon/Textures/T_AshleyDefault_Sword01_A_N.T_AshleyDefault_Sword01_A_N,T_AshleyDefault_Sword01_A_N,Texture2D,1024,1024,1024×1024,1048576
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Hero/Ashley/Default/Weapon/Textures/T_AshleyDefault_SwordChain01_A_D.T_AshleyDefault_SwordChain01_A_D,T_AshleyDefault_SwordChain01_A_D,Texture2D,512,256,512×256,131072
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Hero/Ashley/Default/Weapon/Textures/T_AshleyDefault_SwordChain01_A_MRA.T_AshleyDefault_SwordChain01_A_MRA,T_AshleyDefault_SwordChain01_A_MRA,Texture2D,256,128,256×128,32768
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Hero/Ashley/Default/Weapon/Textures/T_AshleyDefault_SwordChain01_A_N.T_AshleyDefault_SwordChain01_A_N,T_AshleyDefault_SwordChain01_A_N,Texture2D,512,256,512×256,131072
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Diffuse/T_Crysal_Color04.T_Crysal_Color04,T_Crysal_Color04,Texture2D,2048,2048,2048×2048,4194304
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Diffuse/T_Mix_GLMask.T_Mix_GLMask,T_Mix_GLMask,Texture2D,2048,2048,2048×2048,4194304
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Matcap/T_Matcap_43.T_Matcap_43,T_Matcap_43,Texture2D,128,128,128×128,16384
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Line_01.T_Line_01,T_Line_01,Texture2D,256,256,256×256,65536
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Noise_22.T_Noise_22,T_Noise_22,Texture2D,1024,1024,1024×1024,1048576
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Normal/T_Normal_Crystal.T_Normal_Crystal,T_Normal_Crystal,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Rainy/T_Drip_01.T_Drip_01,T_Drip_01,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Rainy/T_Drip_02.T_Drip_02,T_Drip_02,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Rainy/T_Drip_05.T_Drip_05,T_Drip_05,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Rainy/T_Drip_07.T_Drip_07,T_Drip_07,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/Common/Textures/Rainy/T_Drip_15.T_Drip_15,T_Drip_15,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/Default,Boss/AshleyBoss,SilverPalace/Content/ArtRes/EffectRes/Assets/Textures/Lava/T_Lava_Noise.T_Lava_Noise,T_Lava_Noise,Texture2D,1024,1024,1024×1024,1048576
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Face_A01_SDF.T_AshleyBoss01_Face_A01_SDF,T_AshleyBoss01_Face_A01_SDF,Texture2D,1024,1024,1024×1024,1048576
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Face_A01_Specular.T_AshleyBoss01_Face_A01_Specular,T_AshleyBoss01_Face_A01_Specular,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Hair_A01_OSMaskPS.T_AshleyBoss01_Hair_A01_OSMaskPS,T_AshleyBoss01_Hair_A01_OSMaskPS,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Pupil_A01_Caustic.T_AshleyBoss01_Pupil_A01_Caustic,T_AshleyBoss01_Pupil_A01_Caustic,Texture2D,256,256,256×256,65536
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Pupil_A01_D.T_AshleyBoss01_Pupil_A01_D,T_AshleyBoss01_Pupil_A01_D,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Pupil_A01_E.T_AshleyBoss01_Pupil_A01_E,T_AshleyBoss01_Pupil_A01_E,Texture2D,256,256,256×256,65536
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Pupil_A01_MC.T_AshleyBoss01_Pupil_A01_MC,T_AshleyBoss01_Pupil_A01_MC,Texture2D,128,128,128×128,16384
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Pupil_A01_N.T_AshleyBoss01_Pupil_A01_N,T_AshleyBoss01_Pupil_A01_N,Texture2D,64,64,64×64,4096
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Shoes_A01_Depth.T_AshleyBoss01_Shoes_A01_Depth,T_AshleyBoss01_Shoes_A01_Depth,Texture2D,2048,2048,2048×2048,4194304
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Skin_A01_D.T_AshleyBoss01_Skin_A01_D,T_AshleyBoss01_Skin_A01_D,Texture2D,2048,2048,2048×2048,4194304
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Skin_A01_E.T_AshleyBoss01_Skin_A01_E,T_AshleyBoss01_Skin_A01_E,Texture2D,1024,1024,1024×1024,1048576
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Skin_A01_LBMaskPS.T_AshleyBoss01_Skin_A01_LBMaskPS,T_AshleyBoss01_Skin_A01_LBMaskPS,Texture2D,512,512,512×512,262144
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Skin_A01_MRA.T_AshleyBoss01_Skin_A01_MRA,T_AshleyBoss01_Skin_A01_MRA,Texture2D,2048,2048,2048×2048,4194304
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Skin_A01_N.T_AshleyBoss01_Skin_A01_N,T_AshleyBoss01_Skin_A01_N,Texture2D,2048,2048,2048×2048,4194304
Boss/AshleyBoss/InCar,Boss/AshleyBoss,SilverPalace/Content/ArtRes/CharRes/Boss/AshleyBoss/Textures/Role/T_AshleyBoss01_Special_A01_D.T_AshleyBoss01_Special_A01_D,T_AshleyBoss01_Special_A01_D,Texture2D,2048,2048,2048×2048,4194304
