assembly_id,scope,bin_index,bin_label,frame_min,frame_max,clip_count,duration_sum_seconds,duration_average_seconds
Boss/ChavBobo/Default,all,5,151–180帧,151,180,12,37.56666707992554,3.130555589993795
Boss/ChavBobo/Default,all,6,181–210帧,181,210,5,15.866666793823242,3.1733333587646486
Boss/ChavBobo/Default,all,7,211–240帧,211,240,4,15.533333539962769,3.883333384990692
Boss/ChavBobo/Default,all,8,241–270帧,241,270,4,16.316667079925537,4.079166769981384
Boss/ChavBobo/Default,all,9,271–300帧,271,300,2,9.416666984558105,4.708333492279053
Boss/ChavBobo/Default,all,10,301–330帧,301,330,6,31.28333282470703,5.213888804117839
Boss/ChavBobo/Default,all,11,331–360帧,331,360,0,0,0.0
Boss/ChavBobo/Default,all,12,361–390帧,361,390,8,49.766666412353516,6.2208333015441895
Boss/ChavBobo/Default,all,13,391–420帧,391,420,3,20.483333110809326,6.827777703603108
Boss/ChavBobo/Default,all,14,421–450帧,421,450,0,0,0.0
Boss/ChavBobo/Default,all,15,451–480帧,451,480,1,7.766666889190674,7.766666889190674
Boss/ChavBobo/Default,all,16,481–510帧,481,510,1,8.116666793823242,8.116666793823242
Boss/ChavBobo/Default,all,17,511–540帧,511,540,0,0,0.0
Boss/ChavBobo/Default,all,18,541–570帧,541,570,0,0,0.0
Boss/ChavBobo/Default,all,19,571–600帧,571,600,0,0,0.0
Boss/ChavBobo/Default,all,20,>600帧,601,,8,100.93333339691162,12.616666674613953
Boss/ChavBobo/Default,core,0,0–30帧,0,30,24,3.9833333753049374,0.16597222397103906
Boss/ChavBobo/Default,core,1,31–60帧,31,60,14,10.166666746139526,0.726190481867109
Boss/ChavBobo/Default,core,2,61–90帧,61,90,6,6.516666769981384,1.0861111283302307
Boss/ChavBobo/Default,core,3,91–120帧,91,120,18,32.55000066757202,1.8083333704206679
Boss/ChavBobo/Default,core,4,121–150帧,121,150,14,29.966666221618652,2.1404761586870467
Boss/ChavBobo/Default,core,5,151–180帧,151,180,10,26.666666984558105,2.6666666984558107
Boss/ChavBobo/Default,core,6,181–210帧,181,210,5,15.866666793823242,3.1733333587646486
Boss/ChavBobo/Default,core,7,211–240帧,211,240,4,15.533333539962769,3.883333384990692
Boss/ChavBobo/Default,core,8,241–270帧,241,270,4,16.316667079925537,4.079166769981384
Boss/ChavBobo/Default,core,9,271–300帧,271,300,2,9.416666984558105,4.708333492279053
Boss/ChavBobo/Default,core,10,301–330帧,301,330,6,31.28333282470703,5.213888804117839
Boss/ChavBobo/Default,core,11,331–360帧,331,360,0,0,0.0
Boss/ChavBobo/Default,core,12,361–390帧,361,390,8,49.766666412353516,6.2208333015441895
Boss/ChavBobo/Default,core,13,391–420帧,391,420,3,20.483333110809326,6.827777703603108
Boss/ChavBobo/Default,core,14,421–450帧,421,450,0,0,0.0
Boss/ChavBobo/Default,core,15,451–480帧,451,480,1,7.766666889190674,7.766666889190674
Boss/ChavBobo/Default,core,16,481–510帧,481,510,1,8.116666793823242,8.116666793823242
Boss/ChavBobo/Default,core,17,511–540帧,511,540,0,0,0.0
Boss/ChavBobo/Default,core,18,541–570帧,541,570,0,0,0.0
Boss/ChavBobo/Default,core,19,571–600帧,571,600,0,0,0.0
Boss/ChavBobo/Default,core,20,>600帧,601,,8,100.93333339691162,12.616666674613953
Boss/ChavCaesar/Default,all,0,0–30帧,0,30,24,3.9833333753049374,0.16597222397103906
Boss/ChavCaesar/Default,all,1,31–60帧,31,60,11,7.683333396911621,0.6984848542646929
Boss/ChavCaesar/Default,all,2,61–90帧,61,90,10,11.216666579246521,1.1216666579246521
Boss/ChavCaesar/Default,all,3,91–120帧,91,120,15,26.93333351612091,1.7955555677413941
Boss/ChavCaesar/Default,all,4,121–150帧,121,150,10,21.766667127609253,2.1766667127609254
Boss/ChavCaesar/Default,all,5,151–180帧,151,180,11,29.950000047683716,2.722727277062156
Boss/ChavCaesar/Default,all,6,181–210帧,181,210,8,24.666666507720947,3.0833333134651184
Boss/ChavCaesar/Default,all,7,211–240帧,211,240,4,14.883333206176758,3.7208333015441895
Boss/ChavCaesar/Default,all,8,241–270帧,241,270,4,16.733333587646484,4.183333396911621
Boss/ChavCaesar/Default,all,9,271–300帧,271,300,3,14.350000381469727,4.783333460489909
Boss/ChavCaesar/Default,all,10,301–330帧,301,330,0,0,0.0
Boss/ChavCaesar/Default,all,11,331–360帧,331,360,3,17.416666507720947,5.805555502573649
Boss/ChavCaesar/Default,all,12,361–390帧,361,390,0,0,0.0
Boss/ChavCaesar/Default,all,13,391–420帧,391,420,4,26.53333330154419,6.633333325386047
Boss/ChavCaesar/Default,all,14,421–450帧,421,450,1,7.183333396911621,7.183333396911621
Boss/ChavCaesar/Default,all,15,451–480帧,451,480,1,7.833333492279053,7.833333492279053
Boss/ChavCaesar/Default,all,16,481–510帧,481,510,2,16.583333015441895,8.291666507720947
Boss/ChavCaesar/Default,all,17,511–540帧,511,540,0,0,0.0
Boss/ChavCaesar/Default,all,18,541–570帧,541,570,1,9.399999618530273,9.399999618530273
Boss/ChavCaesar/Default,all,19,571–600帧,571,600,0,0,0.0
Boss/ChavCaesar/Default,all,20,>600帧,601,,6,75.05000114440918,12.508333524068197
Boss/ChavCaesar/Default,core,0,0–30帧,0,30,24,3.9833333753049374,0.16597222397103906
Boss/ChavCaesar/Default,core,1,31–60帧,31,60,11,7.683333396911621,0.6984848542646929
Boss/ChavCaesar/Default,core,2,61–90帧,61,90,10,11.216666579246521,1.1216666579246521
Boss/ChavCaesar/Default,core,3,91–120帧,91,120,15,26.93333351612091,1.7955555677413941
Boss/ChavCaesar/Default,core,4,121–150帧,121,150,10,21.766667127609253,2.1766667127609254
Boss/ChavCaesar/Default,core,5,151–180帧,151,180,11,29.950000047683716,2.722727277062156
Boss/ChavCaesar/Default,core,6,181–210帧,181,210,8,24.666666507720947,3.0833333134651184
Boss/ChavCaesar/Default,core,7,211–240帧,211,240,4,14.883333206176758,3.7208333015441895
Boss/ChavCaesar/Default,core,8,241–270帧,241,270,4,16.733333587646484,4.183333396911621
Boss/ChavCaesar/Default,core,9,271–300帧,271,300,3,14.350000381469727,4.783333460489909
Boss/ChavCaesar/Default,core,10,301–330帧,301,330,0,0,0.0
Boss/ChavCaesar/Default,core,11,331–360帧,331,360,3,17.416666507720947,5.805555502573649
Boss/ChavCaesar/Default,core,12,361–390帧,361,390,0,0,0.0
Boss/ChavCaesar/Default,core,13,391–420帧,391,420,4,26.53333330154419,6.633333325386047
Boss/ChavCaesar/Default,core,14,421–450帧,421,450,1,7.183333396911621,7.183333396911621
Boss/ChavCaesar/Default,core,15,451–480帧,451,480,1,7.833333492279053,7.833333492279053
Boss/ChavCaesar/Default,core,16,481–510帧,481,510,2,16.583333015441895,8.291666507720947
Boss/ChavCaesar/Default,core,17,511–540帧,511,540,0,0,0.0
Boss/ChavCaesar/Default,core,18,541–570帧,541,570,1,9.399999618530273,9.399999618530273
Boss/ChavCaesar/Default,core,19,571–600帧,571,600,0,0,0.0
Boss/ChavCaesar/Default,core,20,>600帧,601,,6,75.05000114440918,12.508333524068197
Boss/EliteKnight/Default,all,0,0–30帧,0,30,9,1.399999987334013,0.15555555414822367
Boss/EliteKnight/Default,all,1,31–60帧,31,60,12,8.133333444595337,0.6777777870496114
Boss/EliteKnight/Default,all,2,61–90帧,61,90,8,9.983333349227905,1.2479166686534882
Boss/EliteKnight/Default,all,3,91–120帧,91,120,6,10.583333492279053,1.763888915379842
Boss/EliteKnight/Default,all,4,121–150帧,121,150,8,17.983333826065063,2.247916728258133
Boss/EliteKnight/Default,all,5,151–180帧,151,180,1,2.616666555404663,2.616666555404663
Boss/EliteKnight/Default,all,6,181–210帧,181,210,2,6.0,3.0
Boss/EliteKnight/Default,all,7,211–240帧,211,240,4,15.199999809265137,3.799999952316284
Boss/EliteKnight/Default,all,8,241–270帧,241,270,2,8.433333396911621,4.2166666984558105
Boss/EliteKnight/Default,all,9,271–300帧,271,300,1,4.75,4.75
Boss/EliteKnight/Default,all,10,301–330帧,301,330,2,10.5,5.25
Boss/EliteKnight/Default,all,11,331–360帧,331,360,3,17.18333387374878,5.72777795791626
Boss/EliteKnight/Default,all,12,361–390帧,361,390,1,6.050000190734863,6.050000190734863
Boss/EliteKnight/Default,all,13,391–420帧,391,420,2,13.5,6.75
Boss/EliteKnight/Default,all,14,421–450帧,421,450,0,0,0.0
Boss/EliteKnight/Default,all,15,451–480帧,451,480,0,0,0.0
Boss/EliteKnight/Default,all,16,481–510帧,481,510,2,16.90000057220459,8.450000286102295
Boss/EliteKnight/Default,all,17,511–540帧,511,540,1,8.800000190734863,8.800000190734863
Boss/EliteKnight/Default,all,18,541–570帧,541,570,0,0,0.0
Boss/EliteKnight/Default,all,19,571–600帧,571,600,0,0,0.0
Boss/EliteKnight/Default,all,20,>600帧,601,,7,79.74999904632568,11.392857006617955
Boss/EliteKnight/Default,core,0,0–30帧,0,30,9,1.399999987334013,0.15555555414822367
Boss/EliteKnight/Default,core,1,31–60帧,31,60,12,8.133333444595337,0.6777777870496114
Boss/EliteKnight/Default,core,2,61–90帧,61,90,8,9.983333349227905,1.2479166686534882
Boss/EliteKnight/Default,core,3,91–120帧,91,120,6,10.583333492279053,1.763888915379842
Boss/EliteKnight/Default,core,4,121–150帧,121,150,8,17.983333826065063,2.247916728258133
Boss/EliteKnight/Default,core,5,151–180帧,151,180,1,2.616666555404663,2.616666555404663
Boss/EliteKnight/Default,core,6,181–210帧,181,210,2,6.0,3.0
Boss/EliteKnight/Default,core,7,211–240帧,211,240,4,15.199999809265137,3.799999952316284
Boss/EliteKnight/Default,core,8,241–270帧,241,270,2,8.433333396911621,4.2166666984558105
Boss/EliteKnight/Default,core,9,271–300帧,271,300,1,4.75,4.75
Boss/EliteKnight/Default,core,10,301–330帧,301,330,2,10.5,5.25
Boss/EliteKnight/Default,core,11,331–360帧,331,360,3,17.18333387374878,5.72777795791626
Boss/EliteKnight/Default,core,12,361–390帧,361,390,1,6.050000190734863,6.050000190734863
Boss/EliteKnight/Default,core,13,391–420帧,391,420,2,13.5,6.75
Boss/EliteKnight/Default,core,14,421–450帧,421,450,0,0,0.0
Boss/EliteKnight/Default,core,15,451–480帧,451,480,0,0,0.0
Boss/EliteKnight/Default,core,16,481–510帧,481,510,2,16.90000057220459,8.450000286102295
Boss/EliteKnight/Default,core,17,511–540帧,511,540,1,8.800000190734863,8.800000190734863
Boss/EliteKnight/Default,core,18,541–570帧,541,570,0,0,0.0
Boss/EliteKnight/Default,core,19,571–600帧,571,600,0,0,0.0
Boss/EliteKnight/Default,core,20,>600帧,601,,7,79.74999904632568,11.392857006617955
Boss/KnightStatue/Default,all,0,0–30帧,0,30,21,3.050000037997961,0.14523809704752194
Boss/KnightStatue/Default,all,1,31–60帧,31,60,9,6.549999952316284,0.7277777724795871
Boss/KnightStatue/Default,all,2,61–90帧,61,90,6,13.316667079925537,2.219444513320923
Boss/KnightStatue/Default,all,3,91–120帧,91,120,6,15.399999976158142,2.5666666626930237
Boss/KnightStatue/Default,all,4,121–150帧,121,150,17,39.99999976158142,2.352941162445966
Boss/KnightStatue/Default,all,5,151–180帧,151,180,10,33.1166672706604,3.31166672706604
Boss/KnightStatue/Default,all,6,181–210帧,181,210,7,21.916666746139526,3.130952392305647
Boss/KnightStatue/Default,all,7,211–240帧,211,240,6,22.166666984558105,3.694444497426351
Boss/KnightStatue/Default,all,8,241–270帧,241,270,5,20.84999990463257,4.169999980926514
Boss/KnightStatue/Default,all,9,271–300帧,271,300,3,13.999999523162842,4.666666507720947
Boss/KnightStatue/Default,all,10,301–330帧,301,330,2,10.816666603088379,5.4083333015441895
Boss/KnightStatue/Default,all,11,331–360帧,331,360,1,5.733333110809326,5.733333110809326
Boss/KnightStatue/Default,all,12,361–390帧,361,390,0,0,0.0
Boss/KnightStatue/Default,all,13,391–420帧,391,420,1,6.550000190734863,6.550000190734863
Boss/KnightStatue/Default,all,14,421–450帧,421,450,0,0,0.0
Boss/KnightStatue/Default,all,15,451–480帧,451,480,0,0,0.0
Boss/KnightStatue/Default,all,16,481–510帧,481,510,3,24.666667938232422,8.222222646077475
Boss/KnightStatue/Default,all,17,511–540帧,511,540,0,0,0.0
Boss/KnightStatue/Default,all,18,541–570帧,541,570,2,18.449999809265137,9.224999904632568
Boss/KnightStatue/Default,all,19,571–600帧,571,600,1,9.583333015441895,9.583333015441895
Boss/KnightStatue/Default,all,20,>600帧,601,,0,0,0.0
Boss/KnightStatue/Default,core,0,0–30帧,0,30,21,3.050000037997961,0.14523809704752194
Boss/KnightStatue/Default,core,1,31–60帧,31,60,7,4.116666674613953,0.5880952392305646
Boss/KnightStatue/Default,core,2,61–90帧,61,90,1,1.2166666984558105,1.2166666984558105
Boss/KnightStatue/Default,core,3,91–120帧,91,120,3,4.9999998807907104,1.6666666269302368
Boss/KnightStatue/Default,core,4,121–150帧,121,150,15,31.99999976158142,2.1333333174387614
Boss/KnightStatue/Default,core,5,151–180帧,151,180,8,21.450000286102295,2.681250035762787
Boss/KnightStatue/Default,core,6,181–210帧,181,210,7,21.916666746139526,3.130952392305647
Boss/KnightStatue/Default,core,7,211–240帧,211,240,6,22.166666984558105,3.694444497426351
Boss/KnightStatue/Default,core,8,241–270帧,241,270,5,20.84999990463257,4.169999980926514
Boss/KnightStatue/Default,core,9,271–300帧,271,300,3,13.999999523162842,4.666666507720947
Boss/KnightStatue/Default,core,10,301–330帧,301,330,2,10.816666603088379,5.4083333015441895
Boss/KnightStatue/Default,core,11,331–360帧,331,360,1,5.733333110809326,5.733333110809326
Boss/KnightStatue/Default,core,12,361–390帧,361,390,0,0,0.0
Boss/KnightStatue/Default,core,13,391–420帧,391,420,1,6.550000190734863,6.550000190734863
Boss/KnightStatue/Default,core,14,421–450帧,421,450,0,0,0.0
Boss/KnightStatue/Default,core,15,451–480帧,451,480,0,0,0.0
Boss/KnightStatue/Default,core,16,481–510帧,481,510,3,24.666667938232422,8.222222646077475
Boss/KnightStatue/Default,core,17,511–540帧,511,540,0,0,0.0
Boss/KnightStatue/Default,core,18,541–570帧,541,570,2,18.449999809265137,9.224999904632568
Boss/KnightStatue/Default,core,19,571–600帧,571,600,1,9.583333015441895,9.583333015441895
Boss/KnightStatue/Default,core,20,>600帧,601,,0,0,0.0
Boss/KnightStatueScb/Default,all,0,0–30帧,0,30,20,2.6166667006909847,0.13083333503454925
Boss/KnightStatueScb/Default,all,1,31–60帧,31,60,12,10.149999916553497,0.8458333263794581
Boss/KnightStatueScb/Default,all,2,61–90帧,61,90,4,6.233333468437195,1.5583333671092987
Boss/KnightStatueScb/Default,all,3,91–120帧,91,120,3,6.099999904632568,2.0333333015441895
Boss/KnightStatueScb/Default,all,4,121–150帧,121,150,14,32.31666612625122,2.30833329473223
Boss/KnightStatueScb/Default,all,5,151–180帧,151,180,13,33.166666746139526,2.551282057395348
Boss/KnightStatueScb/Default,all,6,181–210帧,181,210,5,16.49999976158142,3.299999952316284
Boss/KnightStatueScb/Default,all,7,211–240帧,211,240,2,7.300000190734863,3.6500000953674316
Boss/KnightStatueScb/Default,all,8,241–270帧,241,270,7,29.116666793823242,4.159523827689035
Boss/KnightStatueScb/Default,all,9,271–300帧,271,300,0,0,0.0
Boss/KnightStatueScb/Default,all,10,301–330帧,301,330,1,5.050000190734863,5.050000190734863
Boss/KnightStatueScb/Default,all,11,331–360帧,331,360,1,5.983333110809326,5.983333110809326
Boss/KnightStatueScb/Default,all,12,361–390帧,361,390,4,24.766666412353516,6.191666603088379
Boss/KnightStatueScb/Default,all,13,391–420帧,391,420,3,19.75,6.583333333333333
Boss/KnightStatueScb/Default,all,14,421–450帧,421,450,2,14.583333492279053,7.291666746139526
Boss/KnightStatueScb/Default,all,15,451–480帧,451,480,3,23.166666507720947,7.7222221692403155
Boss/KnightStatueScb/Default,all,16,481–510帧,481,510,2,16.666666984558105,8.333333492279053
Boss/KnightStatueScb/Default,all,17,511–540帧,511,540,1,8.783333778381348,8.783333778381348
Boss/KnightStatueScb/Default,all,18,541–570帧,541,570,1,9.0,9.0
