assembly_id,lod_index,mesh_count,native_mesh_count,native_coverage,explicit_triangles,explicit_triangles_known_sum,explicit_triangles_complete,effective_triangles,effective_triangles_known_sum,effective_triangles_complete,role_triangles,weapon_triangles,pet_triangles,summon_triangles,prop_triangles,incar_triangles,active_bones_proxy,active_bones_proxy_complete,primary_role_active_bones,reference_bones_unique,reference_bones_complete,skeleton_asset_bones_unique,skeleton_asset_bones_complete
Hero/Alf/Default/Combat,4,8,8,1.0,11000,11000,true,11000,11000,true,1876,9124,,,,,259,true,199,538,true,538,true
Hero/Alf/Default/Show,0,2,2,1.0,10351,10351,true,10351,10351,true,7485,2866,,,,,49,true,45,437,true,437,true
Hero/Alf/Default/Show,1,2,1,0.5,1392,1392,true,8877,8877,true,7485,1392,,,,,49,true,45,437,true,437,true
Hero/Alf/Default/Show,2,2,1,0.5,702,702,true,8187,8187,true,7485,702,,,,,49,true,45,437,true,437,true
Hero/Alf/Default/Show,3,2,1,0.5,209,209,true,7694,7694,true,7485,209,,,,,49,true,45,437,true,437,true
Hero/Alf/Default/Show,4,2,1,0.5,62,62,true,7547,7547,true,7485,62,,,,,48,true,45,437,true,437,true
Hero/Argos/Default/Combat,0,9,9,1.0,119953,119953,true,119953,119953,true,77111,42842,,,,,200,true,171,409,true,410,true
Hero/Argos/Default/Combat,1,9,9,1.0,58404,58404,true,58404,58404,true,40492,17912,,,,,200,true,171,409,true,410,true
Hero/Argos/Default/Combat,2,9,9,1.0,28389,28389,true,28389,28389,true,19809,8580,,,,,200,true,171,409,true,410,true
Hero/Argos/Default/Combat,3,9,9,1.0,8537,8537,true,8537,8537,true,6079,2458,,,,,193,true,166,409,true,410,true
Hero/Argos/Default/Combat,4,9,9,1.0,2606,2606,true,2606,2606,true,1812,794,,,,,179,true,162,409,true,410,true
Hero/Argos/Default/Show,0,1,1,1.0,5082,5082,true,5082,5082,true,5082,,,,,,41,true,41,368,true,368,true
Hero/Ashley/Default/Combat,0,12,12,1.0,424760,424760,true,424760,424760,true,124731,300029,,,,,970,true,178,1528,true,1565,true
Hero/Ashley/Default/Combat,1,12,12,1.0,171666,171666,true,171666,171666,true,51045,120621,,,,,967,true,178,1528,true,1565,true
Hero/Ashley/Default/Combat,2,12,12,1.0,84478,84478,true,84478,84478,true,25310,59168,,,,,961,true,178,1528,true,1565,true
Hero/Ashley/Default/Combat,3,12,12,1.0,26491,26491,true,26491,26491,true,8596,17895,,,,,909,true,178,1528,true,1565,true
Hero/Ashley/Default/Combat,4,12,12,1.0,8207,8207,true,8207,8207,true,2545,5662,,,,,745,true,174,1528,true,1565,true
Hero/Ashley/Default/Show,0,2,2,1.0,307879,307879,true,307879,307879,true,7679,300200,,,,,348,true,39,862,true,862,true
Hero/Ashley/Default/Show,1,2,1,0.5,120079,120079,true,127758,127758,true,7679,120079,,,,,348,true,39,862,true,862,true
Hero/Ashley/Default/Show,2,2,1,0.5,60039,60039,true,67718,67718,true,7679,60039,,,,,348,true,39,862,true,862,true
Hero/Ashley/Default/Show,3,2,1,0.5,18011,18011,true,25690,25690,true,7679,18011,,,,,332,true,39,862,true,862,true
Hero/Ashley/Default/Show,4,2,1,0.5,5403,5403,true,13082,13082,true,7679,5403,,,,,282,true,39,862,true,862,true
Hero/Ashley/World/Combat,0,4,4,1.0,113432,113432,true,113432,113432,true,113432,,,,,,228,true,228,466,true,466,true
Hero/Ashley/World/Combat,1,4,4,1.0,52919,52919,true,52919,52919,true,52919,,,,,,228,true,228,466,true,466,true
Hero/Ashley/World/Combat,2,4,4,1.0,21650,21650,true,21650,21650,true,21650,,,,,,214,true,214,466,true,466,true
Hero/Ashley/World/Combat,3,4,4,1.0,7155,7155,true,7155,7155,true,7155,,,,,,226,true,226,466,true,466,true
Hero/Ashley/World/Combat,4,4,4,1.0,2352,2352,true,2352,2352,true,2352,,,,,,213,true,213,466,true,466,true
Hero/Bentham/Default/Combat,0,5,5,1.0,118118,118118,true,118118,118118,true,108284,9834,,,,,240,true,209,484,true,486,true
Hero/Bentham/Default/Combat,1,5,5,1.0,51564,51564,true,51564,51564,true,47646,3918,,,,,242,true,211,484,true,486,true
Hero/Bentham/Default/Combat,2,5,5,1.0,27515,27515,true,27515,27515,true,24929,2586,,,,,242,true,211,484,true,486,true
Hero/Bentham/Default/Combat,3,5,5,1.0,8224,8224,true,8224,8224,true,7479,745,,,,,240,true,209,484,true,486,true
Hero/Bentham/Default/Combat,4,5,5,1.0,2571,2571,true,2571,2571,true,2253,318,,,,,240,true,209,484,true,486,true
Hero/Bentham/Default/Show,0,3,3,1.0,21539,21539,true,21539,21539,true,5496,16043,,,,,101,true,41,514,true,516,true
Hero/Bentham/Default/Show,1,3,2,0.6666666666666666,6941,6941,true,12437,12437,true,5496,6941,,,,,101,true,41,514,true,516,true
Hero/Bentham/Default/Show,2,3,2,0.6666666666666666,4051,4051,true,9547,9547,true,5496,4051,,,,,100,true,41,514,true,516,true
Hero/Bentham/Default/Show,3,3,2,0.6666666666666666,1183,1183,true,6679,6679,true,5496,1183,,,,,100,true,41,514,true,516,true
Hero/Bentham/Default/Show,4,3,2,0.6666666666666666,448,448,true,5944,5944,true,5496,448,,,,,100,true,41,514,true,516,true
Hero/Cynthia/Default/Combat,0,11,11,1.0,155079,155079,true,155079,155079,true,110213,28047,16819,,,,423,true,186,706,true,728,true
Hero/Cynthia/Default/Combat,1,11,11,1.0,72616,72616,true,72616,72616,true,53442,11592,7582,,,,421,true,186,706,true,728,true
Hero/Cynthia/Default/Combat,2,11,11,1.0,33990,33990,true,33990,33990,true,24417,5622,3951,,,,421,true,186,706,true,728,true
Hero/Cynthia/Default/Combat,3,11,11,1.0,11016,11016,true,11016,11016,true,7719,1600,1697,,,,395,true,186,706,true,728,true
Hero/Cynthia/Default/Combat,4,11,11,1.0,3749,3749,true,3749,3749,true,2544,519,686,,,,344,true,184,706,true,728,true
Hero/Cynthia/Default/Show,0,2,2,1.0,6467,6467,true,6467,6467,true,6407,60,,,,,56,true,54,382,true,382,true
Hero/Cynthia/Default/Show,1,2,1,0.5,38,38,true,6445,6445,true,6407,38,,,,,56,true,54,382,true,382,true
Hero/Cynthia/Default/Show,2,2,1,0.5,26,26,true,6433,6433,true,6407,26,,,,,56,true,54,382,true,382,true
Hero/Cynthia/Default/Show,3,2,1,0.5,14,14,true,6421,6421,true,6407,14,,,,,56,true,54,382,true,382,true
Hero/Cynthia/Default/Show,4,2,1,0.5,8,8,true,6415,6415,true,6407,8,,,,,56,true,54,382,true,382,true
Hero/Firtho/Default/Combat,0,5,5,1.0,81179,81179,true,81179,81179,true,71871,9308,,,,,190,true,178,398,true,398,true
Hero/Firtho/Default/Combat,1,5,5,1.0,47824,47824,true,47824,47824,true,44108,3716,,,,,190,true,178,398,true,398,true
Hero/Firtho/Default/Combat,2,5,5,1.0,22905,22905,true,22905,22905,true,21058,1847,,,,,190,true,178,398,true,398,true
Hero/Firtho/Default/Combat,3,5,5,1.0,6796,6796,true,6796,6796,true,6291,505,,,,,188,true,177,398,true,398,true
Hero/Firtho/Default/Combat,4,5,5,1.0,2299,2299,true,2299,2299,true,2004,295,,,,,185,true,173,398,true,398,true
Hero/Firtho/Default/Show,0,1,1,1.0,4956,4956,true,4956,4956,true,4956,,,,,,44,true,44,379,true,379,true
Hero/Gratia/Default/Combat,0,8,8,1.0,288094,288094,true,288094,288094,true,242705,45389,,,,,292,true,270,546,true,559,true
Hero/Gratia/Default/Combat,1,8,8,1.0,117168,117168,true,117168,117168,true,99252,17916,,,,,292,true,270,546,true,559,true
Hero/Gratia/Default/Combat,2,8,8,1.0,57612,57612,true,57612,57612,true,48622,8990,,,,,290,true,268,546,true,559,true
Hero/Gratia/Default/Combat,3,8,8,1.0,17457,17457,true,17457,17457,true,15085,2372,,,,,292,true,270,546,true,559,true
Hero/Gratia/Default/Combat,4,8,8,1.0,5385,5385,true,5385,5385,true,4498,887,,,,,287,true,265,546,true,559,true
Hero/Gratia/Default/Show,0,1,1,1.0,5571,5571,true,5571,5571,true,5571,,,,,,53,true,53,511,true,524,true
Hero/Grimm/Default/Combat,0,12,12,1.0,115989,115989,true,115989,115989,true,95741,20248,,,,,204,true,166,411,true,417,true
Hero/Grimm/Default/Combat,1,12,12,1.0,64426,64426,true,64426,64426,true,55297,9129,,,,,204,true,166,411,true,417,true
Hero/Grimm/Default/Combat,2,12,12,1.0,32048,32048,true,32048,32048,true,27500,4548,,,,,204,true,166,411,true,417,true
Hero/Grimm/Default/Combat,3,12,12,1.0,10020,10020,true,10020,10020,true,8438,1582,,,,,203,true,166,411,true,417,true
Hero/Grimm/Default/Combat,4,12,12,1.0,3047,3047,true,3047,3047,true,2517,530,,,,,192,true,164,411,true,417,true
Hero/Grimm/Default/Show,0,1,1,1.0,4728,4728,true,4728,4728,true,4728,,,,,,49,true,49,376,true,376,true
Hero/Guna/Default/Combat,0,5,5,1.0,119955,119955,true,119955,119955,true,105250,14705,,,,,279,true,279,499,true,510,true
Hero/Guna/Default/Combat,1,5,5,1.0,48950,48950,true,48950,48950,true,42974,5976,,,,,279,true,279,499,true,510,true
Hero/Guna/Default/Combat,2,5,5,1.0,23907,23907,true,23907,23907,true,20971,2936,,,,,279,true,279,499,true,510,true
Hero/Guna/Default/Combat,3,5,5,1.0,7389,7389,true,7389,7389,true,6509,880,,,,,279,true,279,499,true,510,true
Hero/Guna/Default/Combat,4,5,5,1.0,2187,2187,true,2187,2187,true,2032,155,,,,,273,true,273,499,true,510,true
Hero/Guna/Default/Show,0,4,4,1.0,10934,10934,true,10934,10934,true,5104,5830,,,,,78,true,55,536,true,536,true
Hero/Guna/Default/Show,1,4,3,0.75,2329,2329,true,7433,7433,true,5104,2329,,,,,78,true,55,536,true,536,true
Hero/Guna/Default/Show,2,4,3,0.75,1161,1161,true,6265,6265,true,5104,1161,,,,,78,true,55,536,true,536,true
Hero/Guna/Default/Show,3,4,3,0.75,347,347,true,5451,5451,true,5104,347,,,,,78,true,55,536,true,536,true
Hero/Guna/Default/Show,4,4,3,0.75,99,99,true,5203,5203,true,5104,99,,,,,78,true,55,536,true,536,true
Hero/Hugin/Default/Combat,0,8,8,1.0,264477,264477,true,264477,264477,true,221554,42923,,,,,267,true,250,536,true,536,true
Hero/Hugin/Default/Combat,1,8,8,1.0,130444,130444,true,130444,130444,true,113645,16799,,,,,267,true,250,536,true,536,true
Hero/Hugin/Default/Combat,2,8,8,1.0,65056,65056,true,65056,65056,true,57108,7948,,,,,267,true,250,536,true,536,true
Hero/Hugin/Default/Combat,3,8,8,1.0,20635,20635,true,20635,20635,true,18293,2342,,,,,264,true,249,536,true,536,true
Hero/Hugin/Default/Combat,4,8,8,1.0,6936,6936,true,6936,6936,true,6218,718,,,,,262,true,248,536,true,536,true
Hero/Hugin/Default/Show,0,3,3,1.0,14609,14609,true,14609,14609,true,4942,9667,,,,,67,true,54,509,true,509,true
Hero/Hugin/Default/Show,1,3,2,0.6666666666666666,4369,4369,true,9311,9311,true,4942,4369,,,,,67,true,54,509,true,509,true
Hero/Hugin/Default/Show,2,3,2,0.6666666666666666,1868,1868,true,6810,6810,true,4942,1868,,,,,67,true,54,509,true,509,true
Hero/Hugin/Default/Show,3,3,2,0.6666666666666666,605,605,true,5547,5547,true,4942,605,,,,,67,true,54,509,true,509,true
Hero/Hugin/Default/Show,4,3,2,0.6666666666666666,208,208,true,5150,5150,true,4942,208,,,,,66,true,54,509,true,509,true
Hero/Lisa/Default/Combat,0,13,13,1.0,161977,161977,true,161977,161977,true,85282,59237,17458,,,,674,true,257,1112,true,1117,true
Hero/Lisa/Default/Combat,1,13,12,0.9230769230769231,68387,68387,true,85845,85845,true,44581,23806,17458,,,,672,true,257,1112,true,1117,true
Hero/Lisa/Default/Combat,2,13,12,0.9230769230769231,33702,33702,true,51160,51160,true,21772,11930,17458,,,,671,true,257,1112,true,1117,true
Hero/Lisa/Default/Combat,3,13,12,0.9230769230769231,10232,10232,true,27690,27690,true,6608,3624,17458,,,,669,true,254,1112,true,1117,true
Hero/Lisa/Default/Combat,4,13,12,0.9230769230769231,3027,3027,true,20485,20485,true,2011,1016,17458,,,,612,true,239,1112,true,1117,true
Hero/Lisa/Default/Show,0,1,1,1.0,5722,5722,true,5722,5722,true,5722,,,,,,47,true,47,509,true,514,true
Hero/Lorin/Default/Combat,0,6,6,1.0,86276,86276,true,86276,86276,true,83200,3076,,,,,173,true,166,336,true,336,true
Hero/Lorin/Default/Combat,1,6,6,1.0,47779,47779,true,47779,47779,true,46422,1357,,,,,173,true,166,336,true,336,true
Hero/Lorin/Default/Combat,2,6,6,1.0,23336,23336,true,23336,23336,true,22674,662,,,,,172,true,165,336,true,336,true
Hero/Lorin/Default/Combat,3,6,6,1.0,7115,7115,true,7115,7115,true,6919,196,,,,,169,true,162,336,true,336,true
Hero/Lorin/Default/Combat,4,6,6,1.0,2334,2334,true,2334,2334,true,2281,53,,,,,166,true,160,336,true,336,true
Hero/Lorin/Default/Show,0,1,1,1.0,4866,4866,true,4866,4866,true,4866,,,,,,39,true,39,312,true,312,true
Hero/Munin/Default/Combat,0,8,8,1.0,257188,257188,true,257188,257188,true,214494,42694,,,,,189,true,172,434,true,438,true
Hero/Munin/Default/Combat,1,8,8,1.0,135738,135738,true,135738,135738,true,118673,17065,,,,,189,true,172,434,true,438,true
Hero/Munin/Default/Combat,2,8,8,1.0,66502,66502,true,66502,66502,true,58719,7783,,,,,189,true,172,434,true,438,true
Hero/Munin/Default/Combat,3,8,8,1.0,19726,19726,true,19726,19726,true,17443,2283,,,,,188,true,172,434,true,438,true
Hero/Munin/Default/Combat,4,8,8,1.0,6105,6105,true,6105,6105,true,5394,711,,,,,184,true,170,434,true,438,true
Hero/Munin/Default/Show,0,8,8,1.0,62783,62783,true,62783,62783,true,4982,57801,,,,,108,true,58,456,true,481,true
Hero/Munin/Default/Show,1,8,7,0.875,28475,28475,true,33457,33457,true,4982,28475,,,,,108,true,58,456,true,481,true
Hero/Munin/Default/Show,2,8,7,0.875,13580,13580,true,18562,18562,true,4982,13580,,,,,108,true,58,456,true,481,true
Hero/Munin/Default/Show,3,8,7,0.875,10223,10223,true,15205,15205,true,4982,10223,,,,,108,true,58,456,true,481,true
Hero/Munin/Default/Show,4,8,7,0.875,7713,7713,true,12695,12695,true,4982,7713,,,,,102,true,58,456,true,481,true
Hero/Rex/Default/Combat,0,6,6,1.0,138809,138809,true,138809,138809,true,122955,15854,,,,,177,true,177,410,true,410,true
Hero/Rex/Default/Combat,1,6,6,1.0,67589,67589,true,67589,67589,true,61238,6351,,,,,177,true,177,410,true,410,true
Hero/Rex/Default/Combat,2,6,6,1.0,33382,33382,true,33382,33382,true,30207,3175,,,,,177,true,177,410,true,410,true
Hero/Rex/Default/Combat,3,6,6,1.0,10835,10835,true,10835,10835,true,9888,947,,,,,177,true,177,410,true,410,true
Hero/Rex/Default/Combat,4,6,6,1.0,3346,3346,true,3346,3346,true,3061,285,,,,,177,true,177,410,true,410,true
Hero/Rex/Default/Show,0,1,1,1.0,5406,5406,true,5406,5406,true,5406,,,,,,45,true,45,410,true,410,true
Hero/Rosy/Default/Combat,0,12,12,1.0,248373,248373,true,248373,248373,true,184061,64312,,,,,463,true,264,690,true,714,true
Hero/Rosy/Default/Combat,1,12,12,1.0,110631,110631,true,110631,110631,true,82917,27714,,,,,463,true,264,690,true,714,true
Hero/Rosy/Default/Combat,2,12,12,1.0,61347,61347,true,61347,61347,true,45573,15774,,,,,463,true,264,690,true,714,true
Hero/Rosy/Default/Combat,3,12,12,1.0,22337,22337,true,22337,22337,true,14788,7549,,,,,456,true,258,690,true,714,true
Hero/Rosy/Default/Combat,4,12,12,1.0,10125,10125,true,10125,10125,true,4564,5561,,,,,409,true,217,690,true,714,true
Hero/Rosy/Default/Show,0,9,9,1.0,24528,24528,true,24528,24528,true,5936,18592,,,,,128,true,43,581,true,828,true
Hero/Rosy/Default/Show,1,9,8,0.8888888888888888,10859,10859,true,16795,16795,true,5936,10859,,,,,128,true,43,581,true,828,true
Hero/Rosy/Default/Show,2,9,8,0.8888888888888888,7028,7028,true,12964,12964,true,5936,7028,,,,,128,true,43,581,true,828,true
Hero/Rosy/Default/Show,3,9,8,0.8888888888888888,4653,4653,true,10589,10589,true,5936,4653,,,,,128,true,43,581,true,828,true
Hero/Rosy/Default/Show,4,9,8,0.8888888888888888,3939,3939,true,9875,9875,true,5936,3939,,,,,128,true,43,581,true,828,true
Mob/Bayonet/MaidBayonet/Default,0,6,6,1.0,157289,157289,true,157289,157289,true,145020,12269,,,,,248,true,234,384,true,384,true
Mob/Bayonet/MaidBayonet/Default,1,6,6,1.0,86740,86740,true,86740,86740,true,80745,5995,,,,,248,true,234,384,true,384,true
