library_id,npc_class,library_kind,mesh_path,mesh_name,mesh_class,lod_index,triangle_count,active_bone_count,skeleton_path
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleBoy_Face200000_01.SK_B_LittleBoy_Face200000_01,SK_B_LittleBoy_Face200000_01,SkeletalMesh,0,3889,34,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleBoy_Face200000_01.SK_B_LittleBoy_Face200000_01,SK_B_LittleBoy_Face200000_01,SkeletalMesh,1,1555,34,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleBoy_Face200000_01.SK_B_LittleBoy_Face200000_01,SK_B_LittleBoy_Face200000_01,SkeletalMesh,2,777,34,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleBoy_Face200000_01.SK_B_LittleBoy_Face200000_01,SK_B_LittleBoy_Face200000_01,SkeletalMesh,3,232,29,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleBoy_Face200000_01.SK_B_LittleBoy_Face200000_01,SK_B_LittleBoy_Face200000_01,SkeletalMesh,4,68,23,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleGirl_Face200000_01.SK_B_LittleGirl_Face200000_01,SK_B_LittleGirl_Face200000_01,SkeletalMesh,0,3233,34,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleGirl_Face200000_01.SK_B_LittleGirl_Face200000_01,SK_B_LittleGirl_Face200000_01,SkeletalMesh,1,1292,34,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleGirl_Face200000_01.SK_B_LittleGirl_Face200000_01,SK_B_LittleGirl_Face200000_01,SkeletalMesh,2,644,34,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleGirl_Face200000_01.SK_B_LittleGirl_Face200000_01,SK_B_LittleGirl_Face200000_01,SkeletalMesh,3,193,30,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Face/SK_B_LittleGirl_Face200000_01.SK_B_LittleGirl_Face200000_01,SK_B_LittleGirl_Face200000_01,SkeletalMesh,4,56,20,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleBoy_Hair200000_F0P5.SK_B_LittleBoy_Hair200000_F0P5,SK_B_LittleBoy_Hair200000_F0P5,SkeletalMesh,0,6275,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleBoy_Hair200000_F0P5.SK_B_LittleBoy_Hair200000_F0P5,SK_B_LittleBoy_Hair200000_F0P5,SkeletalMesh,1,3454,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleBoy_Hair200000_F0P5.SK_B_LittleBoy_Hair200000_F0P5,SK_B_LittleBoy_Hair200000_F0P5,SkeletalMesh,2,1616,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleBoy_Hair200000_F0P5.SK_B_LittleBoy_Hair200000_F0P5,SK_B_LittleBoy_Hair200000_F0P5,SkeletalMesh,3,321,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleBoy_Hair200000_F0P5.SK_B_LittleBoy_Hair200000_F0P5,SK_B_LittleBoy_Hair200000_F0P5,SkeletalMesh,4,136,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleGirl_Hair200000_N2T2.SK_B_LittleGirl_Hair200000_N2T2,SK_B_LittleGirl_Hair200000_N2T2,SkeletalMesh,0,4364,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleGirl_Hair200000_N2T2.SK_B_LittleGirl_Hair200000_N2T2,SK_B_LittleGirl_Hair200000_N2T2,SkeletalMesh,1,3075,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleGirl_Hair200000_N2T2.SK_B_LittleGirl_Hair200000_N2T2,SK_B_LittleGirl_Hair200000_N2T2,SkeletalMesh,2,1618,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleGirl_Hair200000_N2T2.SK_B_LittleGirl_Hair200000_N2T2,SK_B_LittleGirl_Hair200000_N2T2,SkeletalMesh,3,329,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Hair/SK_B_LittleGirl_Hair200000_N2T2.SK_B_LittleGirl_Hair200000_N2T2,SK_B_LittleGirl_Hair200000_N2T2,SkeletalMesh,4,140,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleBoy_Up200001_A2B2.SK_B_LittleBoy_Up200001_A2B2,SK_B_LittleBoy_Up200001_A2B2,SkeletalMesh,0,8482,57,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleBoy_Up200001_A2B2.SK_B_LittleBoy_Up200001_A2B2,SK_B_LittleBoy_Up200001_A2B2,SkeletalMesh,1,3392,57,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleBoy_Up200001_A2B2.SK_B_LittleBoy_Up200001_A2B2,SK_B_LittleBoy_Up200001_A2B2,SkeletalMesh,2,1695,57,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleBoy_Up200001_A2B2.SK_B_LittleBoy_Up200001_A2B2,SK_B_LittleBoy_Up200001_A2B2,SkeletalMesh,3,508,57,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleBoy_Up200001_A2B2.SK_B_LittleBoy_Up200001_A2B2,SK_B_LittleBoy_Up200001_A2B2,SkeletalMesh,4,151,41,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleGirl_Up200001_A1B1.SK_B_LittleGirl_Up200001_A1B1,SK_B_LittleGirl_Up200001_A1B1,SkeletalMesh,0,8160,61,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleGirl_Up200001_A1B1.SK_B_LittleGirl_Up200001_A1B1,SK_B_LittleGirl_Up200001_A1B1,SkeletalMesh,1,3263,61,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleGirl_Up200001_A1B1.SK_B_LittleGirl_Up200001_A1B1,SK_B_LittleGirl_Up200001_A1B1,SkeletalMesh,2,1631,61,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleGirl_Up200001_A1B1.SK_B_LittleGirl_Up200001_A1B1,SK_B_LittleGirl_Up200001_A1B1,SkeletalMesh,3,488,61,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Children/Child,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Children/Child/Meshes/Up/SK_B_LittleGirl_Up200001_A1B1.SK_B_LittleGirl_Up200001_A1B1,SK_B_LittleGirl_Up200001_A1B1,SkeletalMesh,4,146,39,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Child_Skeleton.SK_B_Child_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204014_S5B5.SK_B_Girl_Down204014_S5B5,SK_B_Girl_Down204014_S5B5,SkeletalMesh,0,5829,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204014_S5B5.SK_B_Girl_Down204014_S5B5,SK_B_Girl_Down204014_S5B5,SkeletalMesh,1,2330,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204014_S5B5.SK_B_Girl_Down204014_S5B5,SK_B_Girl_Down204014_S5B5,SkeletalMesh,2,1164,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204014_S5B5.SK_B_Girl_Down204014_S5B5,SK_B_Girl_Down204014_S5B5,SkeletalMesh,3,348,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204014_S5B5.SK_B_Girl_Down204014_S5B5,SK_B_Girl_Down204014_S5B5,SkeletalMesh,4,103,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204015_S5B5.SK_B_Girl_Down204015_S5B5,SK_B_Girl_Down204015_S5B5,SkeletalMesh,0,5829,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204015_S5B5.SK_B_Girl_Down204015_S5B5,SK_B_Girl_Down204015_S5B5,SkeletalMesh,1,2330,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204015_S5B5.SK_B_Girl_Down204015_S5B5,SK_B_Girl_Down204015_S5B5,SkeletalMesh,2,1164,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204015_S5B5.SK_B_Girl_Down204015_S5B5,SK_B_Girl_Down204015_S5B5,SkeletalMesh,3,348,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Down/SK_B_Girl_Down204015_S5B5.SK_B_Girl_Down204015_S5B5,SK_B_Girl_Down204015_S5B5,SkeletalMesh,4,103,38,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Face/SK_B_Girl_Face200000_01.SK_B_Girl_Face200000_01,SK_B_Girl_Face200000_01,SkeletalMesh,0,2992,9,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Face/SK_B_Girl_Face200000_01.SK_B_Girl_Face200000_01,SK_B_Girl_Face200000_01,SkeletalMesh,1,2992,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Face/SK_B_Girl_Face200000_01.SK_B_Girl_Face200000_01,SK_B_Girl_Face200000_01,SkeletalMesh,2,2992,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Face/SK_B_Girl_Face200000_01.SK_B_Girl_Face200000_01,SK_B_Girl_Face200000_01,SkeletalMesh,3,396,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Face/SK_B_Girl_Face200000_01.SK_B_Girl_Face200000_01,SK_B_Girl_Face200000_01,SkeletalMesh,4,250,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hair/SK_B_Girl_Hair200000_T1S2.SK_B_Girl_Hair200000_T1S2,SK_B_Girl_Hair200000_T1S2,SkeletalMesh,0,4925,17,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hair/SK_B_Girl_Hair200000_T1S2.SK_B_Girl_Hair200000_T1S2,SK_B_Girl_Hair200000_T1S2,SkeletalMesh,1,1969,17,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hair/SK_B_Girl_Hair200000_T1S2.SK_B_Girl_Hair200000_T1S2,SK_B_Girl_Hair200000_T1S2,SkeletalMesh,2,983,17,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hair/SK_B_Girl_Hair200000_T1S2.SK_B_Girl_Hair200000_T1S2,SK_B_Girl_Hair200000_T1S2,SkeletalMesh,3,293,17,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hair/SK_B_Girl_Hair200000_T1S2.SK_B_Girl_Hair200000_T1S2,SK_B_Girl_Hair200000_T1S2,SkeletalMesh,4,86,14,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hat/SK_B_Girl_Hat201029.SK_B_Girl_Hat201029,SK_B_Girl_Hat201029,SkeletalMesh,0,818,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hat/SK_B_Girl_Hat201029.SK_B_Girl_Hat201029,SK_B_Girl_Hat201029,SkeletalMesh,1,326,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hat/SK_B_Girl_Hat201029.SK_B_Girl_Hat201029,SK_B_Girl_Hat201029,SkeletalMesh,2,162,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
NPC/Class_B/Female/Girl,Class_B,skeletal_archetype,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Girl/Meshes/Hat/SK_B_Girl_Hat201029.SK_B_Girl_Hat201029,SK_B_Girl_Hat201029,SkeletalMesh,3,48,7,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Skeleton/SK_B_Girl_Skeleton.SK_B_Girl_Skeleton
