category,mesh_path,mesh_name,mesh_class,lod_count,lod0_triangles,is_pcg_baked_fragment
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_08.SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_08,SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_08,StaticMesh,6,39946,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_09.SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_09,SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_09,StaticMesh,6,2554,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_10.SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_10,SM_Dungeon_Airship_In_BanquetHall_A_Curtains_Fabric_10,StaticMesh,6,3732,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Decoration_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Decoration_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Decoration_Stone_01,StaticMesh,6,2571,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Decoration_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Decoration_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Decoration_Stone_02,StaticMesh,6,2071,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_01,StaticMesh,6,6864,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_02,StaticMesh,6,11272,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_03.SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_03,SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_03,StaticMesh,6,239,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_04.SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_04,SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_04,StaticMesh,6,694,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_05.SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_05,SM_Dungeon_Airship_In_BanquetHall_A_Floor_Stone_05,StaticMesh,6,286,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_01.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_01,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_01,StaticMesh,6,222,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_02.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_02,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_02,StaticMesh,6,252,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_03.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_03,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_03,StaticMesh,6,240,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_04.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_04,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Glass_04,StaticMesh,6,256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_01,StaticMesh,6,1787,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_02,StaticMesh,6,1532,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_03.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_03,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_03,StaticMesh,6,1657,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_04.SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_04,SM_Dungeon_Airship_In_BanquetHall_A_Frame_Stone_04,StaticMesh,6,1930,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Pipeline_Metal_01.SM_Dungeon_Airship_In_BanquetHall_A_Pipeline_Metal_01,SM_Dungeon_Airship_In_BanquetHall_A_Pipeline_Metal_01,StaticMesh,6,304,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Pipeline_Metal_02.SM_Dungeon_Airship_In_BanquetHall_A_Pipeline_Metal_02,SM_Dungeon_Airship_In_BanquetHall_A_Pipeline_Metal_02,StaticMesh,6,424,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_01,StaticMesh,6,815,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_02,StaticMesh,6,1412,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_03.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_03,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_03,StaticMesh,6,1881,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_04.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_04,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_04,StaticMesh,6,2536,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_05.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_05,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_05,StaticMesh,6,2553,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_06.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_06,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_06,StaticMesh,6,2778,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_07.SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_07,SM_Dungeon_Airship_In_BanquetHall_A_Platform_Stone_07,StaticMesh,6,2511,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_01,StaticMesh,6,955,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_02,StaticMesh,6,1158,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_03.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_03,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_03,StaticMesh,6,2424,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_04.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_04,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_04,StaticMesh,6,3829,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_05.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_05,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_05,StaticMesh,6,3282,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_06.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_06,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_06,StaticMesh,6,3021,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_07.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_07,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_07,StaticMesh,6,3187,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_08.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_08,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_08,StaticMesh,6,2621,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_09.SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_09,SM_Dungeon_Airship_In_BanquetHall_A_Railing_Stone_09,StaticMesh,6,1078,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_01,StaticMesh,6,985,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_02,StaticMesh,6,510,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_03.SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_03,SM_Dungeon_Airship_In_BanquetHall_A_Stairs_Stone_03,StaticMesh,6,120,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Statue_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Statue_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Statue_Stone_01,StaticMesh,6,3229,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_01.SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_01,SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_01,StaticMesh,6,3903,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_02.SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_02,SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_02,StaticMesh,6,3415,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_03.SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_03,SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_03,StaticMesh,6,8,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_04.SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_04,SM_Dungeon_Airship_In_BanquetHall_A_TableCloth_Fabric_04,StaticMesh,6,96,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_01.SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_01,SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_01,StaticMesh,6,5176,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_02.SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_02,SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_02,StaticMesh,6,4548,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_03.SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_03,SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_03,StaticMesh,6,3575,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_04.SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_04,SM_Dungeon_Airship_In_BanquetHall_A_Throne_Metal_04,StaticMesh,6,3061,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_01.SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_01,SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_01,StaticMesh,6,1252,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_02.SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_02,SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_02,StaticMesh,6,62,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_03.SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_03,SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_03,StaticMesh,6,4172,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_04.SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_04,SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_04,StaticMesh,6,880,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_05.SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_05,SM_Dungeon_Airship_In_BanquetHall_A_Wall_Stone_05,StaticMesh,6,900,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_01.SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_01,SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_01,StaticMesh,6,1243,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_02.SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_02,SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_02,StaticMesh,6,256,false
大建筑,SilverPalace/Content/ArtRes/EnvRes/Dungeon/Airship/In/Dungeon_Airship_In_BanquetHall/Meshes/SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_03.SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_03,SM_Dungeon_Airship_In_BanquetHall_B_Ceiling_Stone_03,StaticMesh,6,1609,false
